path,split,group_id,class_dir,m1_label,m2_label,m1_class,m2_class
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (720).JPG,train,G051620,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (721).JPG,train,G051621,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (722).JPG,train,G051622,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (725).JPG,train,G051625,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (726).JPG,train,G051626,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (727).JPG,train,G051627,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (728).JPG,train,G051628,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (729).JPG,train,G051629,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (73).JPG,train,G051630,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (730).JPG,train,G051631,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (732).JPG,train,G051633,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (733).JPG,train,G051634,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (736).JPG,train,G051637,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (739).JPG,train,G051640,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (74).JPG,train,G051641,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (740).JPG,train,G051642,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (741).JPG,train,G051643,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (742).JPG,train,G051644,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (743).JPG,train,G051645,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (744).JPG,train,G051646,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (746).JPG,train,G051648,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (747).JPG,train,G051649,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (749).JPG,train,G051651,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (750).JPG,train,G051653,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (751).JPG,train,G051654,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (752).JPG,train,G051655,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (754).JPG,train,G051657,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (755).JPG,train,G051658,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (757).JPG,train,G051660,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (759).JPG,train,G051662,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (76).JPG,train,G051663,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (760).JPG,train,G051664,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (761).JPG,train,G051665,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (763).JPG,train,G051667,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (765).JPG,train,G051669,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (766).JPG,train,G051670,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (767).JPG,train,G051671,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (768).JPG,train,G051672,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (769).JPG,train,G051673,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (77).JPG,train,G051674,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (772).JPG,train,G051677,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (773).JPG,train,G051678,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (774).JPG,train,G051679,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (775).JPG,train,G051680,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (776).JPG,train,G051681,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (777).JPG,train,G051682,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (779).JPG,train,G051684,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (78).JPG,train,G051685,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (781).JPG,train,G051687,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (782).JPG,train,G051688,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (784).JPG,train,G051690,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (785).JPG,train,G051691,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (786).JPG,train,G051692,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (787).JPG,train,G051693,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (788).JPG,train,G051694,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (789).JPG,train,G051695,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (79).JPG,train,G051696,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (790).JPG,train,G051697,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (792).JPG,train,G051699,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (793).JPG,train,G051700,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (794).JPG,train,G051701,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (795).JPG,train,G051702,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (796).JPG,train,G051703,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (797).JPG,train,G051704,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (798).JPG,train,G051705,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (799).JPG,train,G051706,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (80).JPG,train,G051708,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (803).JPG,train,G051712,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (804).JPG,train,G051713,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (805).JPG,train,G051714,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (806).JPG,train,G051715,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (807).JPG,train,G051716,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (808).JPG,train,G051717,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (809).JPG,train,G051718,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (810).JPG,train,G051720,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (811).JPG,train,G051721,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (812).JPG,train,G051722,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (813).JPG,train,G051723,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (815).JPG,train,G051725,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (817).JPG,train,G051727,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (819).JPG,train,G051729,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (82).JPG,train,G051730,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (822).JPG,train,G051733,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (823).JPG,train,G051734,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (824).JPG,train,G051735,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (825).JPG,train,G051736,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Tomato___Spider_mites Two-spotted_spider_mite/image (826).JPG,train,G051737,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Tomato___Spider_mites Two-spotted_spider_mite
